Id,SalePrice
976,101960.3254
2134,213112.6932
984,101776.0107
2396,330948.9955
1673,132318.0917
404,129672.3261
607,161544.9987
814,130352.7196
868,213103.553
2271,219660.8648
1633,248776.1526
337,183154.6533
2765,230351.4539
1746,231829.6225
368,344972.7
2806,218155.1056
1662,189568.9439
1234,211363.1907
1373,133636.6668
1672,113968.381
1939,129461.0883
