calories,category,fat,carbs,name,restaurant
230,Drinks,0,58,"Cranberry Juice, 16 fl oz ",IHOP
50,Drinks,0,10,"Tomato Juice, 10 fl oz ",IHOP
10,Drinks,0,2,"Iced Tea, 16 fl oz ",IHOP
1080,Entrees,62,97,Chicken & Waffles ,IHOP
500,Kid's Meals,19,63,Pipsqueak's Breakfast with (1) Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake ,IHOP
840,Breakfast,66,18,Garden Omelette,IHOP
990,Breakfast,72,30,Corned Beef Hash & Cheese Omelette,IHOP
690,Breakfast,23,106,(3) CINN-A-STACK® Pancakes,IHOP
1350,Breakfast,76,99,Sirloin Tips & Eggs ,IHOP
1130,Breakfast,62,104,Big Country Breakfast ,IHOP
1300,Breakfast,73,107,Chicken Fried Chicken & Eggs w/Sausage Gravy ,IHOP
490,Breakfast,18,69,Add (3) Buttermilk Pancakes ,IHOP
560,Breakfast,31,49,Two Eggs & Two Buttermilk Pancakes ,IHOP
950,Breakfast,52,92,Stuffed French Toast Combo ,IHOP
930,Breakfast,61,78,Swedish Crepes ,IHOP
450,Breakfast,19,60,"Stuffed French Toast, Side Order ",IHOP
900,Breakfast,45,98,"Pick-A-Pancake Combo, Strawberry ",IHOP
160,Breakfast,4,2,Add (1) Country Style Ham Slice ,IHOP
1100,Breakfast,44,152,New York Cheesecake Pancakes (4) ,IHOP
80,Sides,0,21,Seasonal Fresh Fruit ,IHOP
430,Soups,29,30,Loaded Potato & Bacon Soup ,IHOP
940,Sandwiches,58,59,Tuscan Chicken Griller ,IHOP
900,Burgers,58,48,Bacon’N Beef™ Bacon Cheeseburger w/Bacon Patty ,IHOP
430,Soups,29,30,Loaded Potato & Bacon Soup ,IHOP
1230,Appetizers,67,117,Crispy Chicken Strips & Fries ,IHOP
320,Sides,3,73,SIMPLE & FIT Fresh Fruit & Yogurt Bowl ,IHOP
1600,Salads,118,72,Chicken & Spinach Salad ,IHOP
720,Entrees,27,95,Maui-Style Crunchy Shrimp ,IHOP
810,Entrees,38,48,Top Sirloin Steak ,IHOP
340,Sides,7,63,Baked Potato ,IHOP
460,Desserts,21,65,Fruit Crepe w/Strawberry Topping ,IHOP
460,Desserts,18,72,Old-Fashioned Chocolate Cake ,IHOP
560,Breakfast,31,49,Senior Two x Two x Two ,IHOP
640,Entrees,28,54,Senior Grilled Chicken Breast ,IHOP
360,Kid's Meals,22,26,Silver Five ,IHOP
450,Kid's Meals,26,44,Grilled Cheese Sandwich ,IHOP
160,Drinks,0,41,"Cranberry Juice, 12 fl oz (Kid’s Cup) ",IHOP
440,Drinks,0,104,"Premium Orange Juice, Carafe ",IHOP
5,Drinks,0,2,"Iced Tea, 12 fl oz (Kid’s Cup) ",IHOP
870,Breakfast,58,34,Bacon Wrapped Sirloin Steak & Eggs ,IHOP
320,Breakfast,10,40,Simple & Fit Veggie Omelette with Fresh Fruit ,IHOP
330,Kid's Meals,7,59,Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake (1) ,IHOP
910,Breakfast,70,24,Spinach & Mushroom Omelette,IHOP
180,Breakfast,16,1,Omelet Add (2) Pork Sausage Links,IHOP
550,Breakfast,19,85,(3) Chocolate Chip Pancakes,IHOP
1250,Breakfast,68,74,T-Bone Steak & Eggs 12 oz,IHOP
1080,Breakfast,61,105,Quick Two-Egg Breakfast ,IHOP
150,Breakfast,12,1,Add (4) Bacon Strips ,IHOP
280,Breakfast,11,0,Add Top Sirloin Steak ,IHOP
900,Breakfast,45,88,"Create Your Own Viva La French Toast Combo, Whole Wheat ",IHOP
970,Breakfast,57,106,Strawberry Banana Danish Fruit Crepes ,IHOP
1210,Breakfast,75,102,Cinnamon Swirl French Toast Combo ,IHOP
1020,Breakfast,64,81,"Pick-A-Pancake Combo, Harvest Grain ‘N Nut® ",IHOP
120,Breakfast,5,2,Add (2) Canadian Style Bacon Slices ,IHOP
360,Breakfast,32,2,Add (2) Taylor Ham® Slices ,IHOP
720,Breakfast,24,112,Chocolate Chip Pancakes (4) ,IHOP
90,Salads,3,15,House Salad ,IHOP
520,Sandwiches,27,42,1/2 Pot Roast Melt Sandwich ,IHOP
660,Sandwiches,45,39,Double BLT ,IHOP
1010,Burgers,66,50,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Bacon Patty ,IHOP
80,Sides,0,21,Seasonal Fresh Fruit ,IHOP
1070,Appetizers,59,70,Chicken Fajita Quesadilla ,IHOP
1460,Salads,95,93,Crispy Chicken Salad w/Fried Chicken ,IHOP
790,Salads,44,49,Chicken Fajita Salad ,IHOP
810,Entrees,46,46,Grilled Tilapia Hollandaise ,IHOP
620,Entrees,23,41,Savory Pork Chops ,IHOP
90,Salads,3,15,House Salad ,IHOP
420,Breakfast,17,47,"Senior Omelette, Plain w/Egg Substitute ",IHOP
860,Entrees,59,58,Senior Smokehouse Combo ,IHOP
480,Kid's Meals,22,62,Funny Face® (Chocolate) ,IHOP
290,Kid's Meals,10,37,Crispy Chicken Strips ,IHOP
25,Coffee,0,5,"Coffee, Full Carafe ",IHOP
480,Drinks,0,116,"Apple Juice, Carafe ",IHOP
140,Drinks,0,33,"Premium Orange Juice, 12 fl oz (Kid’s Cup) ",IHOP
290,Drinks,13,35,Hot Chocolate ,IHOP
930,Breakfast,55,82,Nutella Breakfast with (2) Bacon Strips ,IHOP
770,Kid's Meals,19,127,"Truffula Chip Pancakes, Full Order (4) ",IHOP
1120,Breakfast,82,24,Colorado Omelette,IHOP
840,Breakfast,65,17,"Avocado, Bacon & Cheese Omelette",IHOP
700,Breakfast,39,71,(3) Harvest Grain ‘N Nut® Pancakes,IHOP
1250,Breakfast,58,73,T-Bone Steak & Eggs 16 oz,IHOP
350,Breakfast,8,48,SIMPLE & FIT Two-Egg Breakfast ,IHOP
1240,Breakfast,69,105,Chicken Fried Chicken & Eggs w/Country Gravy ,IHOP
1080,Breakfast,61,105,"Two Eggs, Hash Browns & Toast ",IHOP
1300,Breakfast,73,121,"Create Your Own Viva La French Toast Combo, CINN-A-STACK® ",IHOP
910,Breakfast,48,109,Nutella® Crepes,IHOP
900,Breakfast,39,120,"Stuffed French Toast, Full Order ",IHOP
890,Breakfast,45,94,"Pick-A-Pancake Combo, Cinnamon Apple ",IHOP
300,Breakfast,20,18,Add Corned Beef Hash ,IHOP
280,Breakfast,11,0,Add Top Sirloin Steak ,IHOP
890,Breakfast,29,138,CINN-A-STACK® Pancakes (4) ,IHOP
440,Salads,40,13,Side Caesar Salad ,IHOP
390,Sandwiches,28,21,1/2 Double BLT Sandwich ,IHOP
1070,Sandwiches,56,77,Ham & Egg Melt ,IHOP
970,Burgers,63,48,Bacon’N Beef™ Bacon & Egg Cheeseburger w/Beef Patty ,IHOP
5,Sides,0,1,Dill Pickle Spear ,IHOP
1060,Appetizers,61,71,Steak Fajita Quesadilla ,IHOP
1270,Salads,91,59,Crispy Chicken Salad w/Grilled Chicken ,IHOP
870,Salads,52,54,Chicken Fajita Salad w/Avocado ,IHOP
490,Entrees,23,27,SIMPLE & FIT Grilled Tilapia ,IHOP
830,Entrees,64,40,Smoked Sausage ,IHOP
150,Sides,8,15,Garlic Bread ,IHOP
780,Breakfast,51,57,Senior Sampler ,IHOP
900,Entrees,49,87,Senior Crispy Chicken Strips ,IHOP
450,Kid's Meals,20,57,Funny Face® (Buttermilk) ,IHOP
490,Kid's Meals,28,42,Cheeseburger ,IHOP
130,Drinks,0,33,"Cranberry Juice, 10 fl oz ",IHOP
190,Drinks,0,46,"Premium Orange Juice, 16 fl oz ",IHOP
5,Drinks,0,2,"Iced Tea, 10 fl oz ",IHOP
0,Drinks,0,2,Herbal Tea ,IHOP
1030,Breakfast,65,83,Nutella Breakfast with (2) Sausage Links ,IHOP
430,Kid's Meals,10,71,"Truffula Chip Pancakes, Side Order (2) ",IHOP
980,Breakfast,75,17,Bacon Temptation Omelette,IHOP
510,Breakfast,13,86,(3) Cinnamon Apple Pancakes,IHOP
1220,Breakfast,67,76,T-Bone Steak & Eggs 10 oz,IHOP
1170,Breakfast,61,88,Thick-Cut Bone-In Ham & Eggs ,IHOP
350,Breakfast,32,3,Add (4) Pork Sausage Links ,IHOP
1180,Breakfast,66,109,"Create Your Own Viva La French Toast Combo, Cinnamon Apple ",IHOP
420,Breakfast,23,47,Belgian Waffle w/Butter ,IHOP
1000,Breakfast,69,66,Cheese Blintzes ,IHOP
970,Breakfast,45,114,"Pick-A-Pancake Combo, Strawberry Banana ",IHOP
1130,Breakfast,62,104,Three Eggs & Pancakes w/Hash Browns ,IHOP
350,Breakfast,30,4,Add Side of Spam® ,IHOP
800,Breakfast,17,144,Double Blueberry Pancakes (4) ,IHOP
1130,Breakfast,82,43,Bacon & Cheddar Stuffed Crepes ,IHOP
290,Sandwiches,18,15,1/2 Turkey Sandwich ,IHOP
730,Sandwiches,39,50,Turkey & Bacon Club Sandwich ,IHOP
780,Burgers,50,46,Bacon’N Beef™ Cheeseburger w/Beef Patty ,IHOP
620,Sides,34,70,Onion Rings ,IHOP
90,Salads,3,15,House Salad ,IHOP
870,Salads,71,39,"Grilled Chicken Caesar Salad, No Chicken ",IHOP
440,Salads,40,13,Side Caesar Salad ,IHOP
940,Entrees,46,88,Country/Chicken Fried Steak Dinner w/Sausage Gravy ,IHOP
810,Entrees,39,63,Grilled Liver ,IHOP
440,Salads,40,13,Side Caesar Salad ,IHOP
550,Breakfast,30,51,"Senior Omelette, Plain ",IHOP
370,Entrees,22,25,Senior Rooty ,IHOP
5,Coffee,0,1,"Coffee, Cup ",IHOP
210,Drinks,0,51,"Apple Juice, 16 fl oz ",IHOP
110,Drinks,0,26,"Premium Orange Juice, 10 fl oz ",IHOP
490,Shakes,24,60,"Milk Shake, Vanilla ",IHOP
890,Breakfast,52,62,Hash Brown Crusted Chicken with Sausage Gravy ,IHOP
1060,Kid's Meals,58,86,The Lorax's Breakfast with (2) Buttermilk Pancakes ,IHOP
1140,Breakfast,80,50,Country Omelette,IHOP
850,Breakfast,34,118,(3) New York Cheesecake Pancakes,IHOP
320,Breakfast,10,40,SIMPLE & FIT Veggie Omelette w/Fresh Fruit ,IHOP
1530,Breakfast,103,105,Biscuits & Gravy Combo w/Sausage Gravy ,IHOP
900,Breakfast,62,63,Add Biscuits with Sausage Gravy & (4) Pork Sausage Links ,IHOP
280,Breakfast,6,47,Add Flour Tortillas ,IHOP
980,Breakfast,54,95,Pigs In Blankets ,IHOP
1200,Breakfast,66,112,"Create Your Own Viva La French Toast Combo, Blueberry ",IHOP
640,Breakfast,39,50,Belgian Waffle Combo ,IHOP
930,Breakfast,69,40,"International Crepe Passport, German ",IHOP
910,Breakfast,49,92,"Pick-A-Pancake Combo, Chocolate Chip ",IHOP
400,Breakfast,12,48,SIMPLE & FIT Two x Two x Two ,IHOP
380,Breakfast,34,2,Add (1) Portuguese Sausage Link ,IHOP
210,Breakfast,6,2,Add (2) Pork Chops ,IHOP
1050,Breakfast,75,51,Garden Stuffed Crepes ,IHOP
190,Soups,7,23,Chicken Tortilla Soup ,IHOP
340,Soups,23,19,Broccoli Cheese Soup ,IHOP
920,Sandwiches,66,42,Patty Melt ,IHOP
1190,Burgers,80,46,Monster Bacon’N Beef™ Cheeseburger w/Beef Patty ,IHOP
340,Soups,23,19,Broccoli Cheese Soup ,IHOP
680,Appetizers,44,15,Wings ,IHOP
680,Entrees,25,73,Thick-Cut Bone-In Ham Dinner ,IHOP
690,Entrees,33,74,Chicken Fried Chicken w/Country Gravy ,IHOP
190,Soups,7,23,Chicken Tortilla Soup ,IHOP
90,Desserts,4,11,"Ice Cream, Chocolate, (1) scoop ",IHOP
90,Desserts,4,11,"Add Ice Cream, Chocolate, (1) scoop ",IHOP
630,Entrees,31,72,Senior Pot Roast ,IHOP
370,Kid's Meals,22,25,Rooty Jr.® ,IHOP
190,Kid's Meals,9,26,Add Hot Fudge ,IHOP
120,Drinks,0,29,"Apple Juice, 10 fl oz ",IHOP
210,Drinks,0,53,"Grapefruit Juice, 16 fl oz ",IHOP
480,Shakes,24,57,"Milk Shake, Chocolate ",IHOP
770,Breakfast,49,57,Bacon & Cheddar Hash Brown Stack with Fresh Fruit ,IHOP
1050,Kid's Meals,52,99,The Lorax's Breakfast with (1) Rooty Tooty Bar-Ba-Looty Blueberry Cone Cake ,IHOP
440,Breakfast,32,10,"Create Your Own Omelette, Plain",IHOP
490,Breakfast,18,69,(3) Original Buttermilk Pancakes,IHOP
320,Breakfast,20,31,Seasoned Hash Browns,IHOP
1680,Breakfast,95,145,Country/Chicken Fried Steak & Eggs w/Sausage Gravy ,IHOP
850,Breakfast,58,60,Add Biscuits with Country Gravy and (4) Pork Sausage Links ,IHOP
1110,Breakfast,61,91,Corned Beef Hash & Eggs ,IHOP
1270,Breakfast,90,60,Machaca ,IHOP
1090,Breakfast,53,73,Top Sirloin Steak & Eggs ,IHOP
780,Breakfast,49,52,Two-Egg Cheese Omelette w/Two Buttermilk Pancakes ,IHOP
490,Breakfast,15,56,SIMPLE & FIT Whole Wheat French Toast Combo ,IHOP
1030,Breakfast,77,48,"International Crepe Passport, Swedish ",IHOP
880,Breakfast,50,80,"Pick-A-Pancake Combo, Original Buttermilk ",IHOP
750,Breakfast,45,51,Rooty Tooty Fresh ‘N Fruity® ,IHOP
920,Breakfast,49,95,Harvest Grain ‘N Nut® Pancakes (4) ,IHOP
170,Soups,5,18,Chicken Noodle Soup ,IHOP
460,Soups,34,25,New England Clam Chowder ,IHOP
1040,Sandwiches,53,82,Pot Roast Melt ,IHOP
970,Burgers,65,52,Bacon’N Beef™ Mega Mushroom Burger w/Bacon Patty ,IHOP
460,Soups,34,25,New England Clam Chowder ,IHOP
770,Appetizers,38,68,Monster Mozza Sticks ,IHOP
760,Entrees,41,40,T-Bone Steak 12 oz ,IHOP
440,Entrees,22,25,SIMPLE & FIT Grilled Balsamic-Glazed Chicken ,IHOP
170,Soups,5,18,Chicken Noodle Soup ,IHOP
190,Desserts,9,26,Add Hot Fudge ,IHOP
390,Desserts,21,45,Fruit Crepe w/Cinnamon Apple Compote ,IHOP
90,Desserts,4,11,"Add Ice Cream, Chocolate, (1) scoop ",IHOP
640,Breakfast,36,59,Senior French Toast ,IHOP
610,Entrees,27,55,Senior Pork Chop ,IHOP
520,Kid's Meals,35,27,Cheese Omelette ,IHOP
150,Kid's Meals,3,7,Jr. Fish ,IHOP
220,Coffee,10,30,"Flavored Coffee, Swiss Mocha ",IHOP
520,Drinks,0,132,"Cranberry Juice, Carafe ",IHOP
60,Drinks,0,13,"Tomato Juice, 12 fl oz (Kid’s Cup) ",IHOP
80,Drinks,0,19,"Sweet Tea, 10 fl oz ",IHOP
1330,Breakfast,77,89,Cheesy Western Omelette with Pancakes ,IHOP
430,Kid's Meals,17,46,Pipsqueak's Breakfast with (1) Truffula Chip Pancake ,IHOP
140,Breakfast,4,2,"Create Your Own Omelette, Plain w/Egg Substitute",IHOP
520,Breakfast,13,87,(3) Strawberry Pancakes,IHOP
330,Breakfast,12,31,"SIMPLE & FIT Spinach, Mushroom & Tomato Omelette w/Fresh Fruit",IHOP
1340,Breakfast,91,84,Smokehouse Combo ,IHOP
1130,Breakfast,62,104,Big Country Breakfast ,IHOP
1020,Breakfast,57,80,Eggs Benedict ,IHOP
1140,Breakfast,83,57,Migas ,IHOP
1460,Breakfast,97,102,Classic Skillets ,IHOP
1170,Breakfast,71,93,"Create Your Own Viva La French Toast Combo, Original ",IHOP
1120,Breakfast,54,126,CINN-A-STACK® French Toast ,IHOP
1000,Breakfast,67,68,"International Crepe Passport, Strawberry Banana Danish ",IHOP
1010,Breakfast,51,109,"Pick-A-Pancake Combo, CINN-A-STACK® ",IHOP
560,Breakfast,23,64,SIMPLE & FIT Blueberry Harvest Grain ‘N Nut® Combo ,IHOP
770,Breakfast,25,115,Original Buttermilk Pancakes (5) ,IHOP
460,Soups,34,25,New England Clam Chowder ,IHOP
170,Soups,2,28,Minestrone Soup ,IHOP
930,Sandwiches,61,47,Bacon Cheddar Chicken Sandwich ,IHOP
920,Burgers,62,50,Bacon’N Beef™ Mega Mushroom Burger w/Beef Patty ,IHOP
170,Soups,2,28,Minestrone Soup ,IHOP
1250,Appetizers,69,140,Onion Rings ,IHOP
760,Entrees,31,39,T-Bone Steak 16 oz ,IHOP
1010,Entrees,56,89,Crispy Chicken Strips ,IHOP
460,Soups,34,25,New England Clam Chowder ,IHOP
70,Desserts,0,17,Add Strawberry Topping ,IHOP
580,Desserts,27,77,Crispy Strawberry Banana Cheesecake ,IHOP
490,Breakfast,18,69,SIMPLE & FIT Senior Buttermilk Pancakes (3) ,IHOP
750,Entrees,52,53,Senior Smoked Sausage Dinner ,IHOP
210,Kid's Meals,6,25,Baby Cakes ,IHOP
80,Kid's Meals,0,21,Jr. Fresh Fruit Dish ,IHOP
140,Drinks,0,35,Splashberry ,IHOP
120,Drinks,0,30,"Grapefruit Juice, 10 fl oz ",IHOP
90,Drinks,0,18,"Tomato Juice, 16 fl oz ",IHOP
100,Drinks,0,26,"Sweet Tea, 12 fl oz (Kid's Cup) ",IHOP
950,Breakfast,62,41,Cheesy Western Omelette with Fresh Fruit ,IHOP
370,Kid's Meals,21,27,Pipsqueak's Breakfast with (1) Buttermilk Pancake ,IHOP
1220,Breakfast,82,54,Big Steak Omelette,IHOP
600,Breakfast,13,109,(3) Strawberry Banana Pancakes,IHOP
420,Breakfast,20,25,SIMPLE & FIT Turkey Bacon Omelette w/Fresh Fruit,IHOP
1420,Breakfast,95,99,Biscuits & Gravy Combo w/Country Gravy ,IHOP
800,Breakfast,45,65,Add Country/Chicken Fried Steak & Sausage Gravy ,IHOP
1110,Breakfast,65,83,Huevos Rancheros ,IHOP
1400,Breakfast,103,59,Migas with Chorizo ,IHOP
1210,Breakfast,66,116,"Create Your Own Viva La French Toast Combo, Strawberry Banana ",IHOP
920,Breakfast,50,88,Original French Toast ,IHOP
860,Breakfast,50,69,"International Crepe Passport, Fresh Fruit ",IHOP
1020,Breakfast,45,124,"Pick-A-Pancake Combo, Double Blueberry ",IHOP
560,Breakfast,31,49,Two x Two x Two ,IHOP
300,Breakfast,27,0,Add (2) Pork Sausage Patties ,IHOP
490,Breakfast,18,69,"Original Buttermilk Pancakes, Short Stack (3) ",IHOP
170,Soups,2,28,Minestrone Soup ,IHOP
190,Soups,7,23,Chicken Tortilla Soup ,IHOP
1180,Sandwiches,81,55,Chicken Clubhouse Super Stacker ,IHOP
1270,Burgers,86,49,Monster Bacon’N Beef™ Cheeseburger w/Bacon Patty ,IHOP
190,Soups,7,23,Chicken Tortilla Soup ,IHOP
590,Appetizers,24,87,Seasoned Fries ,IHOP
800,Entrees,40,69,Sirloin Steak Tips Dinner ,IHOP
790,Entrees,39,73,French Onion Pot Roast ,IHOP
170,Soups,2,28,Minestrone Soup ,IHOP
90,Desserts,5,10,"Ice Cream, Vanilla, (1) scoop ",IHOP
90,Desserts,5,10,"Add Ice Cream, Vanilla, (1) scoop ",IHOP
780,Entrees,46,58,Senior Grilled Tilapia Hollandaise ,IHOP
410,Kid's Meals,10,71,Create-A-Face Pancake ,IHOP
130,Kid's Meals,7,13,"Kid’s Ice Cream Sundae (Ice Cream, Whipped Topping & Cherry) ",IHOP
180,Drinks,0,47,Tropical Island Twist ,IHOP
150,Drinks,0,38,"Grapefruit Juice, 12 fl oz (Kid’s Cup) ",IHOP
200,Drinks,0,40,"Tomato Juice, Carafe ",IHOP
120,Drinks,0,32,"Sweet Tea, 16 fl oz ",IHOP
1020,Breakfast,61,83,Bacon & Cheddar Hash Brown Stack with Pancakes ,IHOP
400,Kid's Meals,9,68,Mac 'N Cheese & Truffula Trees ,IHOP
330,Burgers,25,11,Cheeseburger - Protein® Style (Bun replaced with Lettuce) ,In-N-Out Burger
395,French Fries,18,54,French Fries ,In-N-Out Burger
390,Burgers,19,39,Hamburger w/Onion ,In-N-Out Burger
590,Shakes,29,72,Chocolate Shake ,In-N-Out Burger
670,Burgers,41,39,Double-Double® w/Onion,In-N-Out Burger
400,Burgers,18,41,Cheeseburger w/Mustard & Ketchup Instead of Spread,In-N-Out Burger
590,Burgers,32,41,Double-Double® w/Mustard & Ketchup Instead of Spread,In-N-Out Burger
520,Burgers,39,11,Double-Double® - Protein® Style (Bun replaced with Lettuce) ,In-N-Out Burger
240,Burgers,17,11,Hamburger - Protein® Style (Bun replaced with Lettuce) ,In-N-Out Burger
590,Shakes,27,81,Strawberry Shake ,In-N-Out Burger
310,Burgers,10,41,Hamburger w/Mustard & Ketchup Instead of Spread,In-N-Out Burger
580,Shakes,31,67,Vanilla Shake ,In-N-Out Burger
480,Burgers,27,39,Cheeseburger w/Onion ,In-N-Out Burger
340,Burgers,16,33,Hamburger Deluxe,Jack in the Box
420,Burgers,23,34,Hamburger Deluxe with Cheese,Jack in the Box
870,Burgers,63,38,Sourdough Ultimate Cheeseburger™,Jack in the Box
990,Seafood,50,112,Fish and Chips (Seasonal) w/ large French Fries,Jack in the Box
370,Salads,20,13,Chicken Club Salad w/ Grilled Chicken Strips**,Jack in the Box
150,Sides,7,15,Egg Roll 1 pc.,Jack in the Box
580,French Fries,34,63,"Seasoned Curly Fries, large",Jack in the Box
280,Breakfast,19,26,Hashbrown Sticks 5 pc.,Jack in the Box
810,Breakfast,50,55,Steak & Egg Burrito (no salsa),Jack in the Box
160,Coffee,3,28,"Iced Coffee, Caramel (regular) 24 fl oz.",Jack in the Box
310,Desserts,17,32,New York Style Cheesecake,Jack in the Box
280,Kid's Meals,12,26,"Chicken Strips, Crispy 2 pc.",Jack in the Box
570,Burgers,34,43,Big Cheeseburger,Jack in the Box
310,Chicken,8,16,Grilled Chicken Strips w/ Teriyaki Dipping Sauce,Jack in the Box
340,Burgers,16,33,Hamburger Deluxe,Jack in the Box
650,Burgers,38,38,Sourdough Steak Melt,Jack in the Box
830,Seafood,43,90,Fish and Chips (Seasonal) w/ medium French Fries,Jack in the Box
520,Salads,28,37,Chicken Club Salad w/ Crispy Chicken Strips**,Jack in the Box
70,Sides,0,17,Chiquita® Apple Bites with Caramel,Jack in the Box
430,French Fries,25,46,"Seasoned Curly Fries, medium",Jack in the Box
600,Breakfast,33,68,French Toast Sticks 4 pc.,Jack in the Box
450,Breakfast,27,32,Supreme Croissant,Jack in the Box
80,Drinks,0,21,"Flavored Iced Tea, Raspberry 24 fl oz.",Jack in the Box
690,Desserts,37,84,Mini Churros 10 pc.,Jack in the Box
280,Kid's Meals,11,30,Breakfast Jack®,Jack in the Box
390,Tacos,22,33,Beef Taco (2 Tacos),Jack in the Box
20,Salads,0,4,Side Salad,Jack in the Box
290,Shakes,0,73,"Smoothie, Strawberry Banana 16 oz.",Jack in the Box
900,Burgers,60,52,Sirloin Cheeseburger,Jack in the Box
410,Chicken,21,42,Chicken Sandwich,Jack in the Box
610,Sandwiches,26,61,Jack’s Spicy Chicken® w/ Cheese,Jack in the Box
350,Salads,15,29,Southwest Chicken Salad w/ Grilled Chicken Strips**,Jack in the Box
610,French Fries,28,83,"French Fries, large",Jack in the Box
430,Breakfast,25,35,"Bacon, Egg & Cheese Biscuit",Jack in the Box
460,Breakfast,30,35,Sausage Biscuit,Jack in the Box
10,Coffee,0,2,Kona Classic® Coffee (decaf) 16 fl oz.,Jack in the Box
400,Shakes,0,99,"Smoothie, Strawberry 24 fl oz.",Jack in the Box
1170,Shakes,61,134,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",Jack in the Box
300,Kid's Meals,16,34,French Toast Sticks 2 pc.,Jack in the Box
340,Burgers,16,33,Hamburger Deluxe,Jack in the Box
320,Chicken,11,33,Chicken Fajita Pita made w/ Whole Grain (no salsa),Jack in the Box
920,Burgers,63,45,Bacon Ultimate Cheeseburger™,Jack in the Box
990,Burgers,66,52,Sirloin Cheeseburger with Bacon,Jack in the Box
470,Chicken,25,42,Chicken Sandwich with Bacon,Jack in the Box
540,Sandwiches,26,38,Sourdough Grilled Chicken Club,Jack in the Box
260,Salads,26,3,Bacon Ranch Dressing,Jack in the Box
280,Sides,16,22,Mozzarella Cheese Sticks 3 pc.,Jack in the Box
280,Breakfast,11,30,Breakfast Jack®,Jack in the Box
440,Breakfast,27,31,Sausage Breakfast Jack®,Jack in the Box
5,Coffee,0,1,Kona Classic® Coffee (regular) 12 fl oz.,Jack in the Box
290,Shakes,0,73,"Smoothie, Strawberry Banana 16 fl oz.",Jack in the Box
780,Shakes,38,95,"Shake, Strawberry w/ Whipped Topping 16 oz.",Jack in the Box
330,Kid's Meals,16,34,Grilled Cheese Sandwich,Jack in the Box
420,Burgers,23,34,Hamburger Deluxe with Cheese,Jack in the Box
20,Salads,0,4,Side Salad**,Jack in the Box
400,Burgers,22,32,Jr. Bacon Cheeseburger,Jack in the Box
830,Burgers,57,44,Ultimate Cheeseburger™,Jack in the Box
650,Sandwiches,37,61,Fish Sandwich (Seasonal),Jack in the Box
250,Salads,10,15,Grilled Chicken Salad**,Jack in the Box
150,Salads,15,3,Lite Ranch Dressing,Jack in the Box
440,Sides,22,46,Egg Roll 3 pc.,Jack in the Box
220,Sides,12,21,Stuffed Jalapeños 3 pc.,Jack in the Box
850,Breakfast,65,41,Hearty Breakfast Bowl,Jack in the Box
820,Breakfast,50,56,Steak & Egg Burrito (w/ salsa),Jack in the Box
170,Coffee,3,29,"Iced Coffee, Original (regular) 24 fl oz.",Jack in the Box
290,Shakes,0,72,"Smoothie, Mango 16 fl oz.",Jack in the Box
800,Shakes,38,101,"Shake, Chocolate w/ Whipped Topping 16 oz.",Jack in the Box
130,Kid's Meals,4,2,"Chicken Strips, Grilled 2 pc.",Jack in the Box
410,Sandwiches,21,42,Chicken Sandwich,Jack in the Box
270,Shakes,0,67,"Smoothie, Strawberry 16 oz.",Jack in the Box
580,Burgers,34,45,Jumbo Jack® with Cheese,Jack in the Box
330,Chicken,11,35,Chicken Fajita Pita made w/ Whole Grain (w/ salsa),Jack in the Box
530,Sandwiches,21,60,Jack’s Spicy Chicken®,Jack in the Box
500,Salads,23,53,Southwest Chicken Salad w/ Crispy Chicken Strips**,Jack in the Box
450,French Fries,21,61,"French Fries, medium",Jack in the Box
310,Breakfast,14,30,Bacon Breakfast Jack®,Jack in the Box
620,Breakfast,37,40,Meaty Breakfast Burrito (w/ salsa),Jack in the Box
5,Coffee,0,1,Kona Classic® Coffee (decaf) 12 fl oz.,Jack in the Box
270,Shakes,0,67,"Smoothie, Strawberry 16 fl oz.",Jack in the Box
810,Shakes,43,92,"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",Jack in the Box
230,Kid's Meals,10,30,French Fries (Kid’s),Jack in the Box
330,Sandwiches,16,34,Grilled Cheese Sandwich,Jack in the Box
290,Shakes,0,72,"Smoothie, Mango 16 oz.",Jack in the Box
500,Burgers,27,45,Jumbo Jack®,Jack in the Box
320,Chicken,11,33,Chicken Fajita Pita made w/ Whole Grain (no salsa),Jack in the Box
730,Sandwiches,35,65,Homestyle Ranch Chicken Club,Jack in the Box
20,Salads,0,4,Side Salad**,Jack in the Box
330,French Fries,15,45,"French Fries, small",Jack in the Box
510,Sides,29,49,Stuffed Jalapeños 7 pc.,Jack in the Box
610,Breakfast,37,38,Meaty Breakfast Burrito (no salsa),Jack in the Box
520,Breakfast,25,42,Ultimate Breakfast Sandwich,Jack in the Box
170,Coffee,3,30,"Iced Coffee, Vanilla (regular) 24 fl oz.",Jack in the Box
450,Shakes,0,114,"Smoothie, Mango 24 fl oz.",Jack in the Box
1150,Shakes,55,146,"Shake, Chocolate w/ Whipped Topping 24 oz.",Jack in the Box
70,Kid's Meals,0,17,Chiquita® Apple Bites with Caramel,Jack in the Box
470,Sandwiches,25,42,Chicken Sandwich with Bacon,Jack in the Box
580,Chicken,5,106,Chicken Teriyaki Bowl,Jack in the Box
